codlogradouro;nome_logradouro_concatenado;nome_oficial_logradouro;nome_logradouro_resumido;cod_indica_pavimentacao;desc_indica_pavimentacao;indica_corredor_transporte;indica_perimetral;codbairro;nomeBairro
4812;RUA ANDRADINA;Rua Andradina;R. Andradina;S;Via Pavimentada;;;540;ALTO JOSE BONIFACIO
4820;RUA SANTO ANDRE;Rua Santo André;R. Santo Andre;S;Via Pavimentada;;;647;MADALENA
4839;RUA ANDRE DE ALBUQUERQUE;Rua André de Albuquerque;R. Andre de Albuquerque;S;Via Pavimentada;;;876;BARRO
4847;RUA ANDRE BEZERRA;Rua André Bezerra;R. Andre Bezerra;S;Via Pavimentada;;;353;CAJUEIRO
4847;RUA ANDRE BEZERRA;Rua André Bezerra;R. Andre Bezerra;S;Via Pavimentada;;;345;FUNDAO
4855;RUA ANDRE CAVALCANTE;Rua André Cavalcante;R. Andre Cavalcante;S;Via Pavimentada;;;469;PARNAMIRIM
4863;RUA ANDRE DIAS FIGUEREDO;Rua André Dias Figueredo;R. André Dias Figueredo;S;Via Pavimentada;;;876;BARRO
4871;RUA ANDRELANDIA;Rua Andrelandia;R. Andrelandia;S;Via Pavimentada;;;884;COHAB
4880;RUA ANDRE GIDE;Rua André Gide;R. Andre Gide;S;Via Pavimentada;;;175;ENCRUZILHADA
4898;RUA PROFESSOR FERDINANDO NEVES;Rua Professor Ferdinando Neves;R. Prof Ferdinando Neves;N;Via Não Pavimentada;;;698;IPUTINGA
4901;RUA DR ELEAZAR MACHADO;Rua Dr Eleazar Machado;R. Dr Eleazar Machado;N;Via Não Pavimentada;;;698;IPUTINGA
4910;RUA ANDRE NEGREIROS MAIA;Rua André Negreiros Maia;R. Andre Negreiros Maia;P;Via Parcialmente Pavimentada;;;736;VARZEA
4928;RUA ANDRE REBOUCAS;Rua André Rebouças;R. Andre Reboucas;S;Via Pavimentada;;;183;ROSARINHO
4936;RUA ANDRE VIEIRA DE MELO;Rua André Vieira de Melo;R. Andre Vieira de Melo;S;Via Pavimentada;;;833;ESTANCIA
4944;RUA ANNE FRANK;Rua Anne Frank;R. Anne Frank;N;Via Não Pavimentada;;;809;BONGI
4952;RUA ANEQUIM;Rua Anequim;R. Anequim;S;Via Pavimentada;;;256;BRASILIA TEIMOSA
4960;RUA ANGAI;Rua Angaí;R. Angai;S;Via Pavimentada;;;566;NOVA DESCOBERTA
4979;RUA ANGATUBA;Rua Angatuba;R. Angatuba;S;Via Pavimentada;;;884;COHAB
4979;RUA ANGATUBA;Rua Angatuba;R. Angatuba;S;Via Pavimentada;;;230;IBURA
4987;RUA ANGATURAMA;Rua Angaturama;R. Angaturama;S;Via Pavimentada;;;540;ALTO JOSE BONIFACIO
4995;RUA PROFESSORA ANGELA PINTO;Rua Professora Ângela Pinto;R. Profa Angela Pinto;S;Via Pavimentada;;;655;TORRE
5002;RUA ANGELINA;Rua Angelina;R. Angelina;S;Via Pavimentada;;;558;VASCO DA GAMA
5010;RUA DO ANGELIM;Rua do Angelim;R. do Angelim;X;Não definida;;;337;AGUA FRIA
5029;RUA ANGELICA;Rua Angélica;R. Angelica;P;Via Parcialmente Pavimentada;;;680;CORDEIRO
5037;RUA ADIRSON LOCIO;Rua Adirson Lócio;R. Adirson Locio;N;Via Não Pavimentada;;;698;IPUTINGA
5045;RUA ANGELO AGOSTINI;Rua Ângelo Agostini;R. Angelo Agostini;S;Via Pavimentada;;;809;BONGI
5045;RUA ANGELO AGOSTINI;Rua Ângelo Agostini;R. Angelo Agostini;S;Via Pavimentada;;;779;AFOGADOS
5053;RUA MARQUES DE ALEGRETE;Rua Marquês de Alegrete;R. Marques de Alegrete;N;Via Não Pavimentada;;;248;PINA
5061;RUA SANTO ANGELO;Rua Santo Ângelo;R. Santo Angelo;P;Via Parcialmente Pavimentada;;;817;SAN MARTIN
5061;RUA SANTO ANGELO;Rua Santo Ângelo;R. Santo Angelo;P;Via Parcialmente Pavimentada;;;825;JIQUIA
5088;RUA DES ANGELO JORDAO;Rua Desembargador Angelo Jordão;R. Des Angelo Jordao;S;Via Pavimentada;;;434;CASA AMARELA
5096;RUA ANGICAL;Rua Angical;R. Angical;S;Via Pavimentada;;;337;AGUA FRIA
5100;AV ANGRA DOS REIS;Avenida Angra dos Reis;Av Angra Dos Reis;S;Via Pavimentada;;;884;COHAB
5118;RUA ANGUERA;Rua Anguera;R. Anguera;N;Via Não Pavimentada;;;949;ALTO SANTA TEREZINHA
5126;RUA ANGUERETA;Rua Anguereta;R. Anguereta;S;Via Pavimentada;;;558;VASCO DA GAMA
5134;RUA ANGUSTURA;Rua Angustura;R. Angustura;S;Via Pavimentada;;;132;AFLITOS
5134;RUA ANGUSTURA;Rua Angustura;R. Angustura;S;Via Pavimentada;;;167;GRACAS
5142;RUA ARMANDO TORRES MONTEIRO;Rua Armando Torres Monteiro;R. Armando Torres Monteiro;N;Via Não Pavimentada;;;698;IPUTINGA
5150;RUA ANHANGUERA;Rua Anhanguera;R. Anhanguera;N;Via Não Pavimentada;;;809;BONGI
5169;RUA ANHEMBI;Rua Anhembi;R. Anhembi;S;Via Pavimentada;;;493;ALTO DO MANDU
5177;AV ANIBAL BENEVOLO;Avenida Aníbal Benévolo;Av Anibal Benevolo;S;Via Pavimentada;;;361;PORTO DA MADEIRA
5177;AV ANIBAL BENEVOLO;Avenida Aníbal Benévolo;Av Anibal Benevolo;S;Via Pavimentada;;;345;FUNDAO
5177;AV ANIBAL BENEVOLO;Avenida Aníbal Benévolo;Av Anibal Benevolo;S;Via Pavimentada;;;370;BEBERIBE
5177;AV ANIBAL BENEVOLO;Avenida Aníbal Benévolo;Av Anibal Benevolo;S;Via Pavimentada;;;388;LINHA DO TIRO
5177;AV ANIBAL BENEVOLO;Avenida Aníbal Benévolo;Av Anibal Benevolo;S;Via Pavimentada;;;337;AGUA FRIA
5185;RUA ANIBAL CARDOSO;Rua Aníbal Cardoso;R. Anibal Cardoso;S;Via Pavimentada;;;434;CASA AMARELA
5193;RUA ANIBAL FALCAO;Rua Aníbal Falcão;R. Aníbal Falcão;P;Via Parcialmente Pavimentada;;;167;GRACAS
5207;RUA DR ANICETO RIBEIRO VAREJAO;Rua Dr Aniceto Ribeiro Varejão;R. Dr Aniceto Ribeiro Varejao;S;Via Pavimentada;;;701;TORROES
5215;RUA DO ANIL;Rua do Anil;R. do Anil;S;Via Pavimentada;;;361;PORTO DA MADEIRA
5215;RUA DO ANIL;Rua do Anil;R. do Anil;S;Via Pavimentada;;;370;BEBERIBE
5223;RUA ANITA;Rua Anita;R. Anita;S;Via Pavimentada;;;582;MACAXEIRA
5231;RUA ANITA GARIBALDI;Rua Anita Garibaldi;R. Anita Garibaldi;S;Via Pavimentada;;;213;IPSEP
5240;RUA ANITOPOLIS;Rua Anitópolis;R. Anitopolis;S;Via Pavimentada;;;337;AGUA FRIA
5258;RUA ANIZIO GALVAO;Rua Anízio Galvão;R. Anizio Galvao;S;Via Pavimentada;;;213;IPSEP
5266;RUA CORONEL ANIZIO RODRIGUES COELHO;Rua Coronel Anizio Rodrigues Coelho;R. Cel Anizio Rodrigues Coelho;S;Via Pavimentada;;;205;BOA VIAGEM
5274;RUA DOS ANJOS;Rua dos Anjos;R. dos Anjos;S;Via Pavimentada;;;337;AGUA FRIA
5290;RUA ANTAS;Rua Antas;R. Antas;S;Via Pavimentada;;;566;NOVA DESCOBERTA
5304;RUA ANTERO MOTA;Rua Antero Mota;R. Antero Mota;S;Via Pavimentada;;;680;CORDEIRO
5312;RUA ANTENOR NAVARRO;Rua Antenor Navarro;R. Antenor Navarro;S;Via Pavimentada;;;167;GRACAS
5312;RUA ANTENOR NAVARRO;Rua Antenor Navarro;R. Antenor Navarro;S;Via Pavimentada;;;191;TAMARINEIRA
5312;RUA ANTENOR NAVARRO;Rua Antenor Navarro;R. Antenor Navarro;S;Via Pavimentada;;;159;JAQUEIRA
5320;RUA MOTORISTA ANTONIO PAULINO DE LIMA;Rua Motorista Antônio Paulino de Lima;R. Motorista Antônio Paulino de Lima;N;Via Não Pavimentada;;;698;IPUTINGA
5339;RUA MOTORISTA JOSE ALVES DE ARAUJO;Rua Motorista José Alves de Araújo;R. Motorista José Alves de Araujo;N;Via Não Pavimentada;;;698;IPUTINGA
5347;RUA DONA ANTONIA BEZERRA;Rua Dona Antonia Bezerra;R. Dona Antonia Bezerra;S;Via Pavimentada;;;680;CORDEIRO
5355;RUA ANTONIA MOLITERNO;Rua Antônia Moliterno;R. Antonia Moliterno;S;Via Pavimentada;;;663;PRADO
5363;RUA PROFESSORA ANTONIA RIBEIRO CAMPOS;Rua Professora Antônia Ribeiro Campos;R. Profa Antonia Ribeiro Campos;N;Via Não Pavimentada;;;302;HIPODROMO
5363;RUA PROFESSORA ANTONIA RIBEIRO CAMPOS;Rua Professora Antônia Ribeiro Campos;R. Profa Antonia Ribeiro Campos;N;Via Não Pavimentada;;;930;PONTO DE PARADA
5371;RUA ANTONINA;Rua Antonina;R. Antonina;N;Via Não Pavimentada;;;884;COHAB
5380;RUA BARAO DE ANTONINA;Rua Barão de Antonina;R. Barão de Antonina;N;Via Não Pavimentada;;;230;IBURA
5398;RUA ANTONINA UCHOA;Rua Antonina Uchôa;R. Antonina Uchoa;N;Via Não Pavimentada;;;221;JORDAO
5401;RUA MOACIR CARDOSO;Rua Moacir Cardoso;R. Moacir Cardoso;N;Via Não Pavimentada;;;698;IPUTINGA
5410;RUA SANTO ANTONIO;Rua Santo Antônio;R. Santo Antônio;S;Via Pavimentada;;;663;PRADO
5428;RUA PINTOR ANTONIO ALBUQUERQUE;Rua Pintor Antônio Albuquerque;R. Pintor Antônio Albuquerque;S;Via Pavimentada;;;213;IPSEP
5428;RUA PINTOR ANTONIO ALBUQUERQUE;Rua Pintor Antônio Albuquerque;R. Pintor Antônio Albuquerque;S;Via Pavimentada;;;230;IBURA
5436;RUA MARCILIO FERREIRA;Rua Marcílio Ferreira;R. Marcilio Ferreira;N;Via Não Pavimentada;;;698;IPUTINGA
5444;RUA ANTONIO ALMEIDA;Rua Antônio Almeida;R. Antônio Almeida;N;Via Não Pavimentada;;;264;IMBIRIBEIRA
5452;RUA SOLDADO ANTONIO APARECIDO;Rua Soldado Antônio Aparecido;R. Soldado Antônio Aparecido;S;Via Pavimentada;;;884;COHAB
5460;RUA ANTONIO APOLINARIO;Rua Antônio Apolinário;R. Antônio Apolinario;S;Via Pavimentada;;;876;BARRO
5479;RUA PROFESSOR ANTONIO AUSTREGESILO;Rua Professor Antônio Austregesilo;R. Prof Antônio Austregesilo;S;Via Pavimentada;;;680;CORDEIRO
5487;RUA ANTONIO AURELIANO;Rua Antônio Aureliano;R. Antônio Aureliano;S;Via Pavimentada;;;710;ENGENHO DO MEIO
5495;RUA ANTONIO BEZERRA;Rua Antônio Bezerra;R. Antônio Bezerra;N;Via Não Pavimentada;;;710;ENGENHO DO MEIO
5509;RUA ANTONIO BORGES UCHOA;Rua Antônio Borges Uchôa;R. Antônio Borges Uchoa;S;Via Pavimentada;;;710;ENGENHO DO MEIO
5509;RUA ANTONIO BORGES UCHOA;Rua Antônio Borges Uchôa;R. Antônio Borges Uchoa;S;Via Pavimentada;;;728;CIDADE UNIVERSITARIA
5509;RUA ANTONIO BORGES UCHOA;Rua Antônio Borges Uchôa;R. Antônio Borges Uchoa;S;Via Pavimentada;;;701;TORROES
5525;RUA ANTONIO CAMILO DIAS;Rua Antônio Camilo Dias;R. Antônio Camilo Dias;S;Via Pavimentada;;;647;MADALENA
5533;RUA ANTONIO CARDOSO DA FONTE;Rua Antônio Cardoso da Fonte;R. Antônio Cardoso da Fonte;P;Via Parcialmente Pavimentada;;;264;IMBIRIBEIRA
5541;RUA ANTONIO CARLOS;Rua Antônio Carlos;R. Antônio Carlos;S;Via Pavimentada;;;701;TORROES
5541;RUA ANTONIO CARLOS;Rua Antônio Carlos;R. Antônio Carlos;S;Via Pavimentada;;;680;CORDEIRO
5550;RUA COSMO AVELINO FERREIRA;Rua Cosmo Avelino Ferreira;R. Cosmo Avelino Ferreira;S;Via Pavimentada;;;698;IPUTINGA
5568;RUA ANTONIO CARLOS DE ANDRADE;Rua Antônio Carlos de Andrade;R. Antônio Carlos de Andrade;N;Via Não Pavimentada;;;647;MADALENA
5576;RUA ANTONIO CARLOS RIBEIRO DE ANDRADE;Rua Antônio Carlos Ribeiro de Andrade;R. Antônio Carlos Ribeiro de Andrade;N;Via Não Pavimentada;;;698;IPUTINGA
5584;RUA ANTONIO CARNEIRO;Rua Antônio Carneiro;R. Antônio Carneiro;P;Via Parcialmente Pavimentada;;;833;ESTANCIA
5584;RUA ANTONIO CARNEIRO;Rua Antônio Carneiro;R. Antônio Carneiro;P;Via Parcialmente Pavimentada;;;825;JIQUIA
5592;RUA ANTONIO DE CASTRO;Rua Antônio de Castro;R. Antônio de Castro;S;Via Pavimentada;;;434;CASA AMARELA
5932;RUA ANTONIO MACARIO;Rua Antônio Macário;R. Antônio Macario;S;Via Pavimentada;;;779;AFOGADOS
5606;RUA CONEGO ANTONIO CAVALCANTE;Rua Cônego Antônio Cavalcante;R. Conego Antônio Cavalcante;S;Via Pavimentada;;;680;CORDEIRO
5614;RUA ANTONIO CELSO UCHOA CAVALCANTI;Rua Antônio Celso Uchôa Cavalcanti;R. Antônio Celso Uchoa Cavalcanti;S;Via Pavimentada;;;167;GRACAS
5614;RUA ANTONIO CELSO UCHOA CAVALCANTI;Rua Antônio Celso Uchôa Cavalcanti;R. Antônio Celso Uchoa Cavalcanti;S;Via Pavimentada;;;159;JAQUEIRA
5819;RUA ANTONIO GUEDES DE ARAUJO;Rua Antônio Guedes de Araújo;R. Antônio Guedes de Araujo;N;Via Não Pavimentada;;;230;IBURA
5622;RUA PROFESSOR ANTONIO COELHO;Rua Professor Antônio Coelho;R. Prof Antônio Coelho;N;Via Não Pavimentada;;;736;VARZEA
5622;RUA PROFESSOR ANTONIO COELHO;Rua Professor Antônio Coelho;R. Prof Antônio Coelho;N;Via Não Pavimentada;;;728;CIDADE UNIVERSITARIA
5622;RUA PROFESSOR ANTONIO COELHO;Rua Professor Antônio Coelho;R. Prof Antônio Coelho;N;Via Não Pavimentada;;;698;IPUTINGA
5630;RUA ANTONIO CONSELHEIRO;Rua Antônio Conselheiro;R. Antônio Conselheiro;S;Via Pavimentada;;;213;IPSEP
5649;RUA DR ANTONIO CORREA DE OLIVEIRA;Rua Doutor Antônio Correia de Oliveira;R. Dr Antônio Correa de Oliveira;P;Via Parcialmente Pavimentada;;;701;TORROES
5657;RUA ANTONIO CURADO;Rua Antônio Curado;R. Antônio Curado;S;Via Pavimentada;;;710;ENGENHO DO MEIO
5657;RUA ANTONIO CURADO;Rua Antônio Curado;R. Antônio Curado;S;Via Pavimentada;;;698;IPUTINGA
5665;RUA CAPITAO ANTONIO DIAS;Rua Capitão Antônio Dias;R. Cap Antônio Dias;S;Via Pavimentada;;;680;CORDEIRO
5673;RUA ANTONIO DIAS ADORNO;Rua Antônio Dias Adorno;R. Antônio Dias Adorno;S;Via Pavimentada;;;566;NOVA DESCOBERTA
5673;RUA ANTONIO DIAS ADORNO;Rua Antônio Dias Adorno;R. Antônio Dias Adorno;S;Via Pavimentada;;;620;CORREGO DO JENIPAPO
5681;RUA ANTONIO EDUARDO AMORIM;Rua Antônio Eduardo Amorim;R. Antônio Eduardo Amorim;N;Via Não Pavimentada;;;264;IMBIRIBEIRA
5690;RUA ANTONIO FALCAO;Rua Antônio Falcão;R. Antônio Falcão;S;Via Pavimentada;CTUS;;205;BOA VIAGEM
5703;RUA JOAO BATISTA DE BARROS RIBEIRO;Rua João Batista de Barros Ribeiro;R. João Batista de Barros Ribeiro;S;Via Pavimentada;;;736;VARZEA
5711;RUA PADRE ANTONIO FERNANDES;Rua Padre Antônio Fernandes;R. Padre Antônio Fernandes;S;Via Pavimentada;;;680;CORDEIRO
5720;RUA IOLANDA RODRIGUES SOBRAL;Rua Iolanda Rodrigues Sobral;R. Iolanda Rodrigues Sobral;N;Via Não Pavimentada;;;698;IPUTINGA
5738;RUA ANTONIO FERREIRA;Rua Antônio Ferreira;R. Antônio Ferreira;S;Via Pavimentada;;;329;ARRUDA
5738;RUA ANTONIO FERREIRA;Rua Antônio Ferreira;R. Antônio Ferreira;S;Via Pavimentada;;;337;AGUA FRIA
5746;RUA PROFESSOR ANTONIO FERREIRA LIMA;Rua Professor Antônio Ferreira Lima;R. Prof Antônio Ferreira Lima;S;Via Pavimentada;;;175;ENCRUZILHADA
5754;RUA ANTONIO FIGUEIREDO;Rua Antônio Figueiredo;R. Antônio Figueiredo;P;Via Parcialmente Pavimentada;;;833;ESTANCIA
5762;RUA ANTONIO FRANCA;Rua Antônio França;R. Antônio França;N;Via Não Pavimentada;;;850;AREIAS
5770;AV ANTONIO DE GOES;Avenida  Antônio de Goes;Av. Antônio de Goes;S;Via Pavimentada;CTM;;248;PINA
5789;RUA ANTONIO GOMES DE FREITAS;Rua Antônio Gomes de Freitas;R. Antônio Gomes de Freitas;S;Via Pavimentada;;;78;ILHA DO LEITE
5797;RUA ANTONIO GOMES DE OLIVEIRA;Rua Antônio Gomes de Oliveira;R. Antônio Gomes de Oliveira;S;Via Pavimentada;;;280;CAMPO GRANDE
5800;RUA ANTONIO GONCALVES DA CRUZ;Rua Antônio Gonçalves da Cruz;R. Antônio Gonçalves da Cruz;S;Via Pavimentada;;;884;COHAB
5827;RUA REVERENDO ANTONIO GUEIROS;Rua Reverendo Antônio Gueiros;R. Reverendo Antônio Gueiros;S;Via Pavimentada;;;434;CASA AMARELA
5835;RUA DES ANTONIO GUIMARAES;Rua Desembargador Antônio Guimarães;R. Des Antônio Guimaraes;S;Via Pavimentada;;;78;ILHA DO LEITE
5843;RUA ANTONIO HENRIQUE;Rua Antônio Henrique;R. Antônio Henrique;S;Via Pavimentada;;;35;SAO JOSE
5851;RUA DEPUTADO ANTONIO HERACLIO;Rua Deputado Antônio Heráclio;R. Dep Antônio Heraclio;S;Via Pavimentada;;;264;IMBIRIBEIRA
5860;RUA TENENTE ANTONIO JOAO;Rua Tenente Antônio João;R. Ten. Antônio João;S;Via Pavimentada;;;167;GRACAS
5878;RUA ANTONIO JUSTINO;Rua Antônio Justino;R. Antônio Justino;S;Via Pavimentada;;;779;AFOGADOS
5886;RUA MAESTRO VICENTE FITIPALDI;Rua Maestro Vicente Fitipaldi;R. Maestro Vicente Fitipaldi;N;Via Não Pavimentada;;;698;IPUTINGA
5894;RUA CORREGO ANTONIO LEAO;Rua Córrego Antônio Leão;R. Corrego Antônio Leao;S;Via Pavimentada;;;949;ALTO SANTA TEREZINHA
5908;RUA ANTONIO LUCENA;Rua Antônio Lucena;R. Antônio Lucena;N;Via Não Pavimentada;;;647;MADALENA
5916;RUA ANTONIO LUIZ DA SILVA;Rua Antônio Luiz da Silva;R. Antônio Luiz da Silva;S;Via Pavimentada;;;329;ARRUDA
5924;RUA ANTONIO LUIZ SOARES;Rua Antônio Luiz Soares;R. Antônio Luiz Soares;N;Via Não Pavimentada;;;205;BOA VIAGEM
5940;RUA DOM ANTONIO DE MACEDO;Rua Dom Antônio de Macedo;R. Dom Antônio de Macedo;P;Via Parcialmente Pavimentada;;;736;VARZEA
5959;RUA ANTONIO MACHADO;Rua Antônio Machado;R. Antônio Machado;S;Via Pavimentada;;;663;PRADO
5959;RUA ANTONIO MACHADO;Rua Antônio Machado;R. Antônio Machado;S;Via Pavimentada;;;680;CORDEIRO
5967;RUA CAPITAO ANTONIO MANHAES DE MATTOS;Rua Capitão Antônio Manhães de Mattos;R. Capitão Antônio Manhães de Mattos;S;Via Pavimentada;;;51;CABANGA
5975;RUA COMPOSITOR ANTONIO MARIA;Rua Compositor Antônio Maria;R. Comp Antônio Maria;S;Via Pavimentada;;;108;SANTO AMARO
5983;RUA ADILSON SANTOS XAVIER;Rua Adilson Santos Xavier;R. Adilson Santos Xavier;X;Não definida;;;809;BONGI
5991;RUA ANTONIO MEIRA;Rua Antônio Meira;R. Antônio Meira;S;Via Pavimentada;;;426;BOMBA DO HEMETERIO
5991;RUA ANTONIO MEIRA;Rua Antônio Meira;R. Antônio Meira;S;Via Pavimentada;;;337;AGUA FRIA
6009;RUA ANTONIO NOGUEIRA;Rua Antônio Nogueira;R. Antônio Nogueira;P;Via Parcialmente Pavimentada;;;736;VARZEA
6017;RUA ANTONIO NOVAIS;Rua Antônio Novais;R. Antônio Novais;S;Via Pavimentada;;;167;GRACAS
6025;RUA ANTONIO PAES DE ANDRADE;Rua Antônio Paes de Andrade;R. Antônio Paes de Andrade;N;Via Não Pavimentada;;;663;PRADO
6246;RUA ANTONIO DE SANTA;Rua Antônio de Santa;R. Antônio de Santa;S;Via Pavimentada;;;698;IPUTINGA
6033;RUA ANTONIO PAES BARRETO;Rua Antônio Paes Barreto;R. Antônio Paes Barreto;P;Via Parcialmente Pavimentada;;;264;IMBIRIBEIRA
6041;RUA ANTONIO PASSOS;Rua Antônio Passos;R. Antônio Passos;S;Via Pavimentada;;;205;BOA VIAGEM
6050;RUA ANTONIO PAULINO;Rua Antônio Paulino;R. Antônio Paulino;S;Via Pavimentada;;;710;ENGENHO DO MEIO
6068;RUA ANTONIO PEDRO DE FIGUEIREDO;Rua Antônio Pedro de Figueiredo;R. Antônio Pedro de Figueiredo;S;Via Pavimentada;;;248;PINA
6076;RUA DES ANGELO JORDAO;Rua Desembargador Angelo Jordão;R. Des Angelo Jordao;P;Via Parcialmente Pavimentada;;;698;IPUTINGA
6084;RUA ANTONIO PINHEIRO;Rua Antônio Pinheiro;R. Antônio Pinheiro;P;Via Parcialmente Pavimentada;;;850;AREIAS
6092;RUA ANTONIO PINTO LAPA;Rua Antônio Pinto Lapa;R. Antônio Pinto Lapa;S;Via Pavimentada;;;558;VASCO DA GAMA
6106;RUA ANTONIO PORFIRIO DE SANTANA;Rua Antônio Porfírio de Santana;R. Antônio Porfirio de Santana;S;Via Pavimentada;;;426;BOMBA DO HEMETERIO
6106;RUA ANTONIO PORFIRIO DE SANTANA;Rua Antônio Porfírio de Santana;R. Antônio Porfirio de Santana;S;Via Pavimentada;;;337;AGUA FRIA
6114;RUA PADRE ANTONIO PRADO;Rua Padre Antônio Prado;R. Padre Antônio Prado;S;Via Pavimentada;;;620;CORREGO DO JENIPAPO
6122;RUA ANTONIO RABELO;Rua Antônio Rabelo;R. Antônio Rabelo;P;Via Parcialmente Pavimentada;;;647;MADALENA
6130;RUA ANTONIO RANGEL;Rua Antônio Rangel;R. Antônio Rangel;S;Via Pavimentada;;;175;ENCRUZILHADA
6149;RUA ANTONIO RAMIRO COSTA;Rua Antônio Ramiro Costa;R. Antônio Ramiro Costa;S;Via Pavimentada;;;264;IMBIRIBEIRA
6157;RUA CAPITAO ANTONIO DO REGO;Rua Capitão Antônio do Rego;R. Cap Antonio do Rego;N;Via Não Pavimentada;;;850;AREIAS
6165;RUA ANTONIO ROCHA;Rua Antônio Rocha;R. Antônio Rocha;N;Via Não Pavimentada;;;221;JORDAO
6173;RUA CAPITAO ANTONIO DA ROCHA;Rua Capitão Antônio da Rocha;R. Cap Antônio da Rocha;S;Via Pavimentada;;;884;COHAB
6181;RUA CORREGO ANTONIO RODRIGUES;Rua Córrego Antônio Rodrigues;R. Corrego Antônio Rodrigues;S;Via Pavimentada;;;426;BOMBA DO HEMETERIO
6181;RUA CORREGO ANTONIO RODRIGUES;Rua Córrego Antônio Rodrigues;R. Corrego Antônio Rodrigues;S;Via Pavimentada;;;337;AGUA FRIA
6190;RUA EXP ANTONIO ROMANO;Rua Expedicionário Antônio Romano;R. Exp Antônio Romano;P;Via Parcialmente Pavimentada;;;736;VARZEA
6203;RUA DR ANTONIO DA ROSA BORGES;Rua Doutor Antônio da Rosa Borges;R. Dr Antônio da Rosa Borges;S;Via Pavimentada;;;396;DOIS UNIDOS
6203;RUA DR ANTONIO DA ROSA BORGES;Rua Doutor Antônio da Rosa Borges;R. Dr Antônio da Rosa Borges;S;Via Pavimentada;;;400;PASSARINHO
6203;RUA DR ANTONIO DA ROSA BORGES;Rua Doutor Antônio da Rosa Borges;R. Dr Antônio da Rosa Borges;S;Via Pavimentada;;;574;BREJO DE BEBERIBE
6211;RUA ANTONIO DE SA;Rua Antônio de Sá;R. Antônio de Sa;S;Via Pavimentada;;;663;PRADO
6211;RUA ANTONIO DE SA;Rua Antônio de Sá;R. Antônio de Sa;S;Via Pavimentada;;;647;MADALENA
6220;RUA ANTONIO DE SA LEITAO;Rua Antônio de Sá Leitão;R. Antônio de Sa Leitao;S;Via Pavimentada;;;205;BOA VIAGEM
6238;RUA GENERAL ANTONIO SAMPAIO;Rua General Antônio Sampaio;R. Gal Antônio Sampaio;S;Via Pavimentada;;;779;AFOGADOS
7382;RUA ARARIBOIA;Rua Araribóia;R. Arariboia;N;Via Não Pavimentada;;;787;MUSTARDINHA
6254;RUA CAPITAO ANTONIO SANTIAGO;Rua Capitão Antônio Santiago;R. Cap Antônio Santiago;S;Via Pavimentada;;;884;COHAB
6262;RUA ANTONIO DA SILVA;Rua Antônio da Silva;R. Antônio da Silva;N;Via Não Pavimentada;;;710;ENGENHO DO MEIO
6270;RUA ANTONIO SIMOES;Rua Antônio Simões;R. Antônio Simoes;S;Via Pavimentada;;;124;ESPINHEIRO
6289;RUA ANTONIO TIBURCIO;Rua Antônio Tibúrcio;R. Antônio Tiburcio;N;Via Não Pavimentada;;;353;CAJUEIRO
6297;RUA ANTONIO TOLENTINO;Rua Antônio Tolentino;R. Antônio Tolentino;N;Via Não Pavimentada;;;280;CAMPO GRANDE
6300;AV ANTONIO TORRES GALVAO;Avenida Antônio Torres Galvão;Av Antônio Torres Galvao;S;Via Pavimentada;;;205;BOA VIAGEM
6300;AV ANTONIO TORRES GALVAO;Avenida Antônio Torres Galvão;Av Antônio Torres Galvao;S;Via Pavimentada;;;264;IMBIRIBEIRA
6319;RUA DEPUTADO AMAURY PEDROSA;Rua Deputado Amaury Pedrosa;R. Dep Amaury Pedrosa;N;Via Não Pavimentada;;;698;IPUTINGA
6327;RUA ANTONIO VALDEVINO COSTA;Rua Antônio Valdevino Costa;R. Antônio Valdevino Costa;S;Via Pavimentada;;;701;TORROES
6327;RUA ANTONIO VALDEVINO COSTA;Rua Antônio Valdevino Costa;R. Antônio Valdevino Costa;S;Via Pavimentada;;;680;CORDEIRO
6335;RUA ANTONIO VAZ;Rua Antônio Vaz;R. Antônio Vaz;N;Via Não Pavimentada;;;850;AREIAS
6343;RUA ANTONIO VICENTE;Rua Antônio Vicente;R. Antônio Vicente;S;Via Pavimentada;;;205;BOA VIAGEM
6351;RUA DOM ANTONIO VICOSO;Rua Dom Antônio Vicoso;R. Dom Antônio Vicoso;S;Via Pavimentada;;;876;BARRO
6360;RUA ANTONIO VITAL;Rua Antônio Vital;R. Antônio Vital;S;Via Pavimentada;;;850;AREIAS
6378;RUA ANTONIO VIEIRA;Rua Antônio Vieira;R. Antônio Vieira;P;Via Parcialmente Pavimentada;;;647;MADALENA
6386;RUA PADRE ANTONIO VIEIRA;Rua Padre Antônio Vieira;R. Padre Antônio Vieira;N;Via Não Pavimentada;;;884;COHAB
6394;RUA ANTONIO VITRUVIO;Rua Antônio Vitrúvio;R. Antônio Vitruvio;S;Via Pavimentada;;;477;POCO
6408;RUA DONA ANUNCIADA;Rua Dona Anunciada;R. Dona Anunciada;S;Via Pavimentada;;;167;GRACAS
6416;RUA DONA ANUNCIADA DE MORAIS;Rua Dona Anunciada de Morais;R. Dona Anunciada de Morais;S;Via Pavimentada;;;442;CASA FORTE
6424;RUA BENJAMIM MACHADO;Rua Benjamin Machado;R. Benjamim Machado;N;Via Não Pavimentada;;;698;IPUTINGA
